22	47
22	51
22	69
22	81
22	83
22	89
22	102
22	103
22	106
22	113
22	115
22	123
23	10
23	14
23	25
23	27
23	30
23	38
23	56
23	67
23	80
23	108
23	109
23	114
23	117
23	118
23	119
23	123
24	6
24	7
24	12
24	15
24	32
24	40
24	42
24	49
24	53
24	63
24	75
24	83
24	91
24	110
24	121
24	128
25	9
25	20
25	21
25	23
25	34
25	56
25	67
25	84
25	86
25	90
25	101
25	108
25	109
25	111
25	117
25	118
26	2
26	13
26	28
26	33
26	36
26	69
26	74
26	80
26	87
26	88
26	89
26	104
26	106
26	115
26	122
26	125
27	10
27	18
27	19
27	21
27	23
27	54
27	56
27	67
27	70
27	80
27	85
27	101
27	105
27	117
27	118
27	119
28	2
28	3
28	5
28	13
28	22
28	26
28	36
28	51
28	65
28	68
28	69
28	100
28	104
28	106
28	120
28	122
29	6
29	7
29	16
29	37
29	52
29	63
29	75
29	87
29	91
29	92
29	98
29	106
29	107
29	112
29	116
29	128
30	9
30	19
30	23
30	38
30	54
30	62
30	67
30	70
30	76
30	84
30	97
30	98
30	101
30	111
30	118
30	121
31	11
31	17
31	18
31	34
31	43
31	46
31	48
31	61
31	64
31	65
31	73
31	74
31	79
31	82
31	85
31	124
32	12
32	15
32	24
32	38
32	49
32	50
32	52
32	58
32	60
32	66
32	87
32	96
32	107
32	112
32	116
32	128
33	2
33	3
33	8
33	13
33	26
33	36
33	41
33	47
33	51
33	68
33	89
33	100
33	102
33	113
33	120
33	123
34	1
34	8
34	11
34	17
34	18
34	25
34	31
34	43
34	45
34	46
34	48
34	59
34	93
34	95
34	124
34	126
35	1
35	11
35	18
35	43
35	46
35	57
35	59
35	64
35	65
35	71
35	72
35	82
35	85
35	95
35	126
35	127
36	2
36	26
36	28
36	33
36	39
36	47
36	51
36	81
36	88
36	89
36	94
36	100
36	102
36	110
36	115
36	128
37	7
37	16
37	29
37	42
37	46
37	52
37	57
37	58
37	59
37	60
37	63
37	77
37	83
37	92
37	107
37	128
38	23
38	30
38	32
38	54
38	56
38	62
38	67
38	70
38	76
38	84
38	97
38	98
38	109
38	117
38	118
38	119
39	2
39	3
39	4
39	14
39	22
39	36
39	55
39	57
39	68
39	74
39	88
39	89
39	94
39	113
39	115
39	123
40	6
40	7
40	24
40	49
40	53
40	57
40	63
40	64
40	66
40	75
40	78
40	83
40	91
40	92
40	99
40	112
41	4
41	13
41	33
41	47
41	55
41	70
41	74
41	81
41	83
41	88
41	89
41	106
41	110
41	113
41	120
41	125
42	7
42	12
42	24
42	37
42	50
42	53
42	57
42	58
42	63
42	76
42	77
42	78
42	83
42	107
42	112
42	116
43	1
43	11
43	31
43	34
43	35
43	45
43	50
43	59
43	61
43	64
43	82
43	93
43	95
43	96
43	103
43	121
44	8
44	17
44	18
44	20
44	45
44	46
44	61
44	64
44	71
44	72
44	82
44	85
44	93
44	114
44	121
44	126
45	1
45	8
45	11
45	18
45	34
45	43
45	44
45	46
45	49
45	65
45	67
45	71
45	85
45	103
45	121
45	127
46	1
46	8
46	31
46	34
46	35
46	37
46	44
46	45
46	61
46	71
46	72
46	75
46	96
46	103
46	114
46	121
47	2
47	13
47	22
47	33
47	36
47	41
47	51
47	55
47	69
47	74
47	78
47	81
47	94
47	100
47	102
47	104
48	1
48	18
48	31
48	34
48	65
48	71
48	73
48	79
48	85
48	93
48	95
48	96
48	103
48	120
48	126
48	127
49	6
49	7
49	16
49	24
49	32
49	40
49	45
49	50
49	53
49	77
49	78
49	80
49	92
49	112
49	116
49	128
50	15
50	32
50	42
50	43
50	49
50	52
50	56
50	60
50	66
50	75
50	77
50	78
50	87
50	92
50	99
50	107
51	4
51	10
51	22
51	28
51	33
51	36
51	47
51	55
51	68
51	69
51	88
51	94
51	110
51	113
51	115
51	122
52	7
52	12
52	15
52	29
52	32
52	37
52	50
52	53
52	58
52	60
52	66
52	72
52	75
52	78
52	83
52	87
53	16
53	24
53	40
53	42
53	49
53	52
53	63
53	66
53	75
53	78
53	83
53	87
53	91
53	112
53	127
53	128
54	3
54	5
54	9
54	14
54	20
54	21
54	27
54	30
54	38
54	62
54	76
54	80
54	88
54	90
54	105
54	119
55	4
55	13
55	15
55	39
55	41
55	47
55	51
55	68
55	84
55	88
55	94
55	100
55	106
55	110
55	113
55	122
56	5
56	14
56	19
56	23
56	25
56	27
56	38
56	50
56	62
56	67
56	70
56	84
56	105
56	108
56	109
56	119
57	6
57	12
57	15
57	35
57	37
57	39
57	40
57	42
57	58
57	75
57	78
57	83
57	99
57	112
57	116
57	128
58	12
58	32
58	37
58	42
58	52
58	57
58	65
58	77
58	83
58	87
58	91
58	92
58	99
58	107
58	116
58	128
59	1
59	18
59	34
59	35
59	37
59	43
59	63
59	71
59	72
59	79
59	82
59	93
59	95
59	96
59	114
59	126
60	7
60	12
60	15
60	32
60	37
60	50
60	52
60	66
60	77
60	78
60	87
60	91
60	92
60	107
60	116
60	124
61	8
61	31
61	43
61	44
61	46
61	62
61	65
61	71
61	72
61	73
61	85
61	93
61	114
61	121
61	124
61	127
62	5
62	19
62	20
62	21
62	30
62	38
62	54
62	56
62	61
62	77
62	80
62	86
62	98
62	101
62	105
62	111
63	12
63	15
63	16
63	24
63	29
63	37
63	40
63	42
63	53
63	59
63	78
63	79
63	83
63	91
63	92
63	112
64	1
64	17
64	18
64	31
64	35
64	40
64	43
64	44
64	65
64	73
64	79
64	82
64	96
64	103
64	114
64	124
65	8
65	28
65	31
65	35
65	45
65	48
65	58
65	61
65	64
65	72
65	73
65	79
65	82
65	85
65	95
65	126
66	5
66	6
66	7
66	9
66	32
66	40
66	50
66	52
66	53
66	60
66	75
66	77
66	83
66	92
66	112
66	116
67	5
67	9
67	14
67	23
67	25
67	27
67	30
67	38
67	45
67	56
67	68
67	90
67	97
67	111
67	118
67	119
68	28
68	33
68	39
68	51
68	55
68	67
68	74
68	100
68	102
68	104
68	106
68	110
68	115
68	120
68	122
68	125
69	3
69	22
69	26
69	28
69	47
69	51
69	79
69	86
69	88
69	94
69	102
69	104
69	110
69	113
69	122
69	123
70	5
70	9
70	10
70	20
70	21
70	27
70	30
70	38
70	41
70	56
70	76
70	84
70	101
70	108
70	109
70	118
71	1
71	17
71	35
71	44
71	45
71	46
71	48
71	59
71	61
71	73
71	82
71	90
71	103
71	114
71	124
71	127
72	1
72	8
72	11
72	17
72	18
72	35
72	44
72	46
72	52
72	59
72	61
72	65
72	79
72	96
72	103
72	124
73	1
73	16
73	31
73	48
73	61
73	64
73	65
73	71
73	82
73	85
73	95
73	96
73	101
73	114
73	126
73	127
74	2
74	3
74	26
74	31
74	39
74	41
74	47
74	68
74	81
74	88
74	94
74	95
74	96
74	106
74	120
74	123
75	6
75	15
75	16
75	24
75	29
75	40
75	46
75	50
75	52
75	53
75	57
75	66
75	91
75	99
75	116
75	122
76	10
76	11
76	19
76	20
76	30
76	38
76	42
76	54
76	70
76	80
76	84
76	97
76	101
76	105
76	111
76	117
77	6
77	16
77	37
77	42
77	49
77	50
77	58
77	60
77	62
77	66
77	78
77	87
77	99
77	107
77	112
77	128
78	6
78	7
78	15
78	40
78	42
78	47
78	49
78	50
78	52
78	53
78	57
78	60
78	63
78	77
78	83
78	99
79	8
79	11
79	31
79	48
79	59
79	63
79	64
79	65
79	69
79	72
79	85
79	95
79	96
79	114
79	124
79	127
80	5
80	14
80	20
80	23
80	26
80	27
80	49
80	54
80	62
80	76
80	86
80	90
80	97
80	98
80	109
80	117
81	2
81	22
81	36
81	41
81	47
81	74
81	89
81	94
81	100
81	104
81	105
81	113
81	120
81	122
81	123
81	125
82	11
82	14
82	17
82	31
82	35
82	43
82	44
82	59
82	64
82	65
82	71
82	73
82	93
82	103
82	114
82	126
83	7
83	12
83	22
83	24
83	37
83	40
83	41
83	42
83	52
83	53
83	57
83	58
83	63
83	66
83	78
83	116
84	9
84	14
84	19
84	20
84	21
84	25
84	30
84	38
84	55
84	56
84	70
84	76
84	90
84	101
84	105
84	111
85	17
85	27
85	31
85	35
85	44
85	45
85	48
85	61
85	65
85	73
85	79
85	95
85	96
85	103
85	114
85	127
86	10
86	19
86	20
86	21
86	25
86	62
86	69
86	80
86	90
86	97
86	98
86	108
86	109
86	113
86	117
86	118
87	6
87	12
87	15
87	16
87	26
87	29
87	32
87	50
87	52
87	53
87	58
87	60
87	77
87	91
87	92
87	112
88	1
88	13
88	26
88	36
88	39
88	41
88	51
88	54
88	55
88	69
88	74
88	94
88	104
88	115
88	120
88	122
89	3
89	4
89	8
89	13
89	22
89	26
89	33
89	36
89	39
89	41
89	81
89	94
89	99
89	113
89	120
89	123
90	5
90	14
90	17
90	19
90	21
90	25
90	54
90	67
90	71
90	80
90	84
90	86
90	98
90	108
90	111
90	119
91	6
91	15
91	24
91	29
91	40
91	53
91	58
91	60
91	63
91	75
91	87
91	92
91	99
91	100
91	112
91	128
92	6
92	12
92	21
92	29
92	37
92	40
92	49
92	50
92	58
92	60
92	63
92	66
92	87
92	91
92	99
92	128
93	9
93	11
93	13
93	17
93	34
93	43
93	44
93	48
93	59
93	61
93	82
93	96
93	114
93	121
93	126
93	127
94	36
94	39
94	47
94	51
94	55
94	69
94	74
94	81
94	88
94	89
94	104
94	110
94	111
94	113
94	123
94	125
95	11
95	16
95	17
95	34
95	35
95	43
95	48
95	59
95	65
95	73
95	74
95	79
95	85
95	121
95	126
95	127
96	8
96	18
96	32
96	43
96	46
96	48
96	59
96	64
96	72
96	73
96	74
96	79
96	85
96	93
96	121
96	126
97	4
97	10
97	11
97	19
97	20
97	30
97	38
97	67
97	76
97	80
97	86
97	101
97	109
97	111
97	117
97	118
98	9
98	19
98	20
98	21
98	29
98	30
98	38
98	62
98	80
98	86
98	90
98	101
98	105
98	108
98	111
98	117
99	7
99	12
99	15
99	40
99	50
99	57
99	58
99	75
99	77
99	78
99	89
99	91
99	92
99	107
99	108
99	112
100	2
100	28
100	33
100	36
100	47
100	55
100	68
100	81
100	91
100	102
100	104
100	113
100	115
100	123
100	124
100	125
101	5
101	10
101	21
101	25
101	27
101	30
101	62
101	70
101	73
101	76
101	84
101	97
101	98
101	108
101	111
101	112
102	2
102	3
102	13
102	22
102	33
102	36
102	47
102	68
102	69
102	100
102	106
102	110
102	113
102	120
102	123
102	127
103	1
103	2
103	11
103	22
103	43
103	45
103	46
103	48
103	64
103	71
103	72
103	82
103	85
103	114
103	121
103	124
104	4
104	13
104	26
104	28
104	47
104	68
104	69
104	81
104	88
104	94
104	100
104	109
104	110
104	113
104	115
104	122
105	5
105	9
105	10
105	14
105	21
105	27
105	54
105	56
105	62
105	76
105	81
105	84
105	98
105	106
105	118
105	119
106	2
106	3
106	4
106	13
106	22
106	26
106	28
106	29
106	41
106	55
106	68
106	74
106	102
106	105
106	122
106	125
107	6
107	7
107	12
107	15
107	29
107	32
107	37
107	42
107	50
107	58
107	60
107	77
107	99
107	116
107	123
107	125
108	5
108	12
108	19
108	20
108	23
108	25
108	56
108	70
108	86
108	90
108	98
108	99
108	101
108	111
108	117
108	119
109	5
109	10
109	14
109	19
109	21
109	23
109	25
109	38
109	56
109	70
109	80
109	86
109	97
109	104
109	118
109	125
110	3
110	24
110	36
110	41
110	51
110	55
110	68
110	69
110	94
110	102
110	104
110	115
110	120
110	122
110	123
110	125
111	9
111	10
111	25
111	30
111	62
111	67
111	76
111	84
111	90
111	94
111	97
111	98
111	101
111	108
111	117
111	119
112	16
112	29
112	32
112	40
112	42
112	49
112	53
112	57
112	63
112	66
112	77
112	87
112	91
112	99
112	101
112	128
113	4
113	22
113	33
113	39
113	41
113	51
113	55
113	69
113	81
113	86
113	89
113	94
113	100
113	102
113	104
113	120
114	3
114	18
114	23
114	44
114	46
114	59
114	61
114	64
114	71
114	73
114	79
114	82
114	85
114	93
114	103
114	121
115	2
115	4
115	22
115	26
115	36
115	39
115	51
115	68
115	88
115	100
115	104
115	110
115	116
115	119
115	122
115	123
116	6
116	15
116	16
116	29
116	32
116	42
116	49
116	57
116	58
116	60
116	66
116	75
116	83
116	107
116	115
116	128
117	9
117	14
117	17
117	21
117	23
117	25
117	27
117	38
117	76
117	80
117	86
117	97
117	98
117	108
117	111
117	118
118	7
118	9
118	10
118	23
118	25
118	27
118	30
118	38
118	67
118	70
118	86
118	97
118	105
118	109
118	117
118	128
119	5
119	10
119	19
119	20
119	21
119	23
119	27
119	38
119	54
119	56
119	67
119	90
119	105
119	108
119	111
119	115
120	3
120	13
120	28
120	33
120	41
120	48
120	68
120	74
120	81
120	88
120	89
120	102
120	110
120	113
120	123
120	125
121	1
121	8
121	17
121	24
121	30
121	43
121	44
121	45
121	46
121	61
121	93
121	95
121	96
121	103
121	114
121	127
122	3
122	4
122	6
122	26
122	28
122	51
122	55
122	68
122	69
122	75
122	81
122	88
122	104
122	106
122	110
122	115
123	22
123	23
123	33
123	39
123	69
123	74
123	81
123	89
123	94
123	100
123	102
123	107
123	110
123	115
123	120
123	125
124	8
124	11
124	17
124	18
124	31
124	34
124	60
124	61
124	64
124	71
124	72
124	79
124	100
124	103
124	126
124	127
125	2
125	3
125	4
125	13
125	26
125	41
125	68
125	81
125	94
125	100
125	106
125	107
125	109
125	110
125	120
125	123
126	8
126	13
126	17
126	34
126	35
126	44
126	48
126	59
126	65
126	73
126	82
126	93
126	95
126	96
126	124
126	127
127	8
127	35
127	45
127	48
127	53
127	61
127	71
127	73
127	79
127	85
127	93
127	95
127	102
127	121
127	124
127	126
128	16
128	24
128	29
128	32
128	36
128	37
128	49
128	53
128	57
128	58
128	77
128	91
128	92
128	112
128	116
128	118
